"txn_id","account_id","txn_reference_no","txn_date","txn_type","dr_cr_flag","amount","balance_after_txn","channel_code","narration","counterparty_reference"
"TXN00001084","ACC00000169","001084","2026-03-30 06:21:59","NEFT","DR","46293.28","377046.55","NETBANKING","TXN","S001084"
"TXN00001085","ACC00000169","001085","2026-03-16 06:21:59","RTGS","DR","30316.73","137864.49","MOBILE","TXN","S001085"
"TXN00001086","ACC00000169","001086","2026-05-31 06:21:59","NEFT","CR","21109.03","266806.46","BRANCH","TXN","S001086"
"TXN00001087","ACC00000170","001087","2026-04-13 06:21:59","CHEQUE","DR","8421.87","94856.87","IVR","TXN","S001087"
"TXN00001088","ACC00000170","001088","2026-04-11 06:21:59","UPI","DR","6407.26","408622.21","MOBILE","TXN","S001088"
"TXN00001089","ACC00000170","001089","2026-03-14 06:21:59","NEFT","DR","49497.68","233193.4","IVR","TXN","S001089"
"TXN00001090","ACC00000170","001090","2026-04-22 06:21:59","CHEQUE","CR","17782.95","333310.78","BRANCH","TXN","S001090"
"TXN00001091","ACC00000170","001091","2026-05-04 06:21:59","RTGS","DR","16906.73","275312.9","IVR","TXN","S001091"
"TXN00001092","ACC00000171","001092","2026-06-05 06:21:59","RTGS","DR","36963.55","472455.48","NETBANKING","TXN","S001092"
"TXN00001093","ACC00000171","001093","2026-03-22 06:21:59","CHEQUE","CR","37060.8","109110.13","NETBANKING","TXN","S001093"
"TXN00001094","ACC00000171","001094","2026-03-13 06:21:59","TRANSFER","DR","36698.81","453988.02","IVR","TXN","S001094"
"TXN00001095","ACC00000171","001095","2026-05-31 06:21:59","TRANSFER","DR","44790.4","276176.55","NETBANKING","TXN","S001095"
"TXN00001096","ACC00000172","001096","2026-04-30 06:21:59","TRANSFER","CR","8918.44","103614.77","MOBILE","TXN","S001096"
"TXN00001097","ACC00000172","001097","2026-05-12 06:21:59","UPI","CR","24715.34","260272.24","IVR","TXN","S001097"
"TXN00001098","ACC00000172","001098","2026-03-28 06:21:59","CHEQUE","CR","14334.33","125218.07","BRANCH","TXN","S001098"
"TXN00001099","ACC00000172","001099","2026-05-23 06:21:59","NEFT","DR","40717.96","186795.71","ATM","TXN","S001099"
"TXN00001100","ACC00000172","001100","2026-03-29 06:21:59","RTGS","CR","5063.38","41075.9","ATM","TXN","S001100"
"TXN00001101","ACC00000172","001101","2026-05-06 06:21:59","NEFT","CR","22001.95","108663.35","ATM","TXN","S001101"
"TXN00001102","ACC00000172","001102","2026-03-25 06:21:59","RTGS","DR","46233.34","27551.72","BRANCH","TXN","S001102"
"TXN00001103","ACC00000172","001103","2026-04-01 06:21:59","UPI","DR","1464.77","477921.19","IVR","TXN","S001103"
"TXN00001104","ACC00000172","001104","2026-04-03 06:21:59","UPI","DR","432.59","153247.31","ATM","TXN","S001104"
"TXN00001105","ACC00000173","001105","2026-04-15 06:21:59","RTGS","DR","41568.79","454897.36","MOBILE","TXN","S001105"
"TXN00001106","ACC00000173","001106","2026-04-15 06:21:59","UPI","CR","24713.45","425476.51","ATM","TXN","S001106"
"TXN00001107","ACC00000173","001107","2026-03-17 06:21:59","UPI","DR","48425.13","359352.64","BRANCH","TXN","S001107"
"TXN00001108","ACC00000173","001108","2026-06-01 06:21:59","RTGS","CR","7920.69","101859.42","IVR","TXN","S001108"
"TXN00001109","ACC00000173","001109","2026-03-16 06:21:59","RTGS","DR","35369.81","440749.88","MOBILE","TXN","S001109"
"TXN00001110","ACC00000173","001110","2026-04-16 06:21:59","TRANSFER","DR","46625.16","124639.96","IVR","TXN","S001110"
"TXN00001111","ACC00000173","001111","2026-03-18 06:21:59","UPI","DR","47464.21","85252.55","IVR","TXN","S001111"
"TXN00001112","ACC00000173","001112","2026-04-23 06:21:59","RTGS","DR","33700.05","208563.48","NETBANKING","TXN","S001112"
"TXN00001113","ACC00000173","001113","2026-05-18 06:21:59","NEFT","CR","14201.72","299125.0","MOBILE","TXN","S001113"
"TXN00001114","ACC00000174","001114","2026-06-10 06:21:59","TRANSFER","CR","3456.34","286169.45","BRANCH","TXN","S001114"
"TXN00001115","ACC00000174","001115","2026-06-06 06:21:59","TRANSFER","CR","34430.28","159159.63","IVR","TXN","S001115"
"TXN00001116","ACC00000174","001116","2026-05-11 06:21:59","NEFT","CR","24263.23","432839.31","BRANCH","TXN","S001116"
"TXN00001117","ACC00000174","001117","2026-05-04 06:21:59","CHEQUE","CR","24562.08","278813.16","IVR","TXN","S001117"
"TXN00001118","ACC00000174","001118","2026-04-10 06:21:59","UPI","CR","4917.01","479605.42","ATM","TXN","S001118"
"TXN00001119","ACC00000174","001119","2026-04-18 06:21:59","CHEQUE","CR","16337.31","13700.55","NETBANKING","TXN","S001119"
"TXN00001120","ACC00000175","001120","2026-03-18 06:21:59","CHEQUE","DR","17444.17","337650.34","NETBANKING","TXN","S001120"
"TXN00001121","ACC00000175","001121","2026-04-09 06:21:59","UPI","CR","34392.37","110011.63","IVR","TXN","S001121"
"TXN00001122","ACC00000175","001122","2026-05-14 06:21:59","RTGS","CR","3134.08","93882.89","ATM","TXN","S001122"
"TXN00001123","ACC00000175","001123","2026-04-19 06:21:59","CHEQUE","CR","40470.62","169273.73","MOBILE","TXN","S001123"
"TXN00001124","ACC00000175","001124","2026-05-07 06:21:59","RTGS","CR","36436.52","299946.41","MOBILE","TXN","S001124"
"TXN00001125","ACC00000175","001125","2026-05-02 06:21:59","TRANSFER","CR","20549.6","431592.09","IVR","TXN","S001125"
"TXN00001126","ACC00000175","001126","2026-05-15 06:21:59","TRANSFER","DR","47399.1","285913.27","BRANCH","TXN","S001126"
"TXN00001127","ACC00000175","001127","2026-03-25 06:21:59","UPI","DR","47518.9","391327.08","MOBILE","TXN","S001127"
"TXN00001128","ACC00000176","001128","2026-04-26 06:21:59","TRANSFER","DR","32781.09","65754.87","IVR","TXN","S001128"
"TXN00001129","ACC00000176","001129","2026-05-16 06:21:59","CHEQUE","DR","41923.64","422847.56","BRANCH","TXN","S001129"
"TXN00001130","ACC00000176","001130","2026-05-04 06:21:59","RTGS","DR","45541.62","177367.4","IVR","TXN","S001130"
"TXN00001131","ACC00000176","001131","2026-05-10 06:21:59","UPI","DR","1900.14","365317.0","IVR","TXN","S001131"
"TXN00001132","ACC00000176","001132","2026-05-28 06:21:59","UPI","CR","39588.04","36320.03","ATM","TXN","S001132"
"TXN00001133","ACC00000176","001133","2026-06-07 06:21:59","NEFT","DR","31614.62","-31422.09","MOBILE","TXN","S001133"
"TXN00001134","ACC00000176","001134","2026-04-23 06:21:59","RTGS","CR","6646.54","424091.03","MOBILE","TXN","S001134"
"TXN00001135","ACC00000176","001135","2026-06-01 06:21:59","TRANSFER","CR","1105.69","282679.52","BRANCH","TXN","S001135"
"TXN00001136","ACC00000177","001136","2026-03-27 06:21:59","TRANSFER","CR","9794.78","422616.68","ATM","TXN","S001136"
"TXN00001137","ACC00000177","001137","2026-04-17 06:21:59","CHEQUE","DR","15177.48","61466.68","ATM","TXN","S001137"
"TXN00001138","ACC00000177","001138","2026-03-19 06:21:59","CHEQUE","CR","18891.38","1184.32","NETBANKING","TXN","S001138"
"TXN00001139","ACC00000177","001139","2026-03-31 06:21:59","TRANSFER","CR","24219.14","228626.43","NETBANKING","TXN","S001139"
"TXN00001140","ACC00000178","001140","2026-04-08 06:21:59","TRANSFER","CR","47577.72","343018.3","NETBANKING","TXN","S001140"
"TXN00001141","ACC00000178","001141","2026-05-13 06:21:59","NEFT","DR","19927.7","195896.91","NETBANKING","TXN","S001141"
"TXN00001142","ACC00000178","001142","2026-03-30 06:21:59","RTGS","DR","32176.65","29074.19","MOBILE","TXN","S001142"
"TXN00001143","ACC00000179","001143","2026-03-31 06:21:59","CHEQUE","DR","10463.32","276375.24","MOBILE","TXN","S001143"
"TXN00001144","ACC00000179","001144","2026-05-23 06:21:59","CHEQUE","CR","30862.77","237873.12","IVR","TXN","S001144"
"TXN00001145","ACC00000179","001145","2026-05-12 06:21:59","RTGS","DR","38393.68","176522.22","ATM","TXN","S001145"
"TXN00001146","ACC00000179","001146","2026-05-22 06:21:59","TRANSFER","DR","16140.0","279301.55","MOBILE","TXN","S001146"
